"Contains a date column for CalLite-CV's time period and fields with the Element name (using the CalLite-CV convention of name_might_include_underscores.element_subname, even though it's different from Sadie's nomenclature, because I'm hoping that leaving them will be less confusing than changing .'s to _'s and making the names harder to read) for all the CalLite-CV records identified in diversionoverview.csv. That .csv contains the combinations required to calculate fraction diverted for each river, but here's one example: for the Upper-Mid Sacramento DSM reach, cell B4 in the overview csv gives the formula RedBluff.Diversion/(RedBluff.Outflow + RedBluff.Diversion), so for 10/2014 the fraction diverted will be 213.1/(6979 + 213.1) = .0296.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,RedBluff.Outflow,RedBluff.Diversion,Thermalito.Outflow,Thermalito.Diversion,DaguerrePt.Outflow,DaguerrePt.Diversion,SacFeather.Outflow,SacFeather.SacFeather_Refuge_Diversion_ch,SacFeather.Diversion,Hst.Outflow,Hst.Diversion,SacAmerican.Outflow,SacAmerican.Diversion,Calaveras_River.Outflow,Calaveras_River.Diversion,Merced_River_3.Outflow,Merced_River_3.Diversion,Ripon.Outflow,Ripon.Diversion,Tuolumne_River_2.Outflow,Tuolumne_River_2.Diversion,Hood.Outflow,Hood.Diversion,RioVista.Outflow,RioVista.Diversion,RioVista.Diversion2,CentralDelta.Outflow,CentralDelta.Diversion,SJR1.Outflow,SJR1.Diversion,SouthDelta.Outflow,SouthDelta.Diversion,SouthDelta.Diversion2
6/1/2023 0:00,12227,709.5,2866,2108,1500,845.5,9982,39.61,0,1817,201.8,9162,2806,9.297,158.5,126.9,12.87,738.9,64.81,147.9,23.33,9262,0,6381,99.64,1492,2813,684.4,2229,0,-837,2838,3147
7/1/2023 0:00,11006,669.2,9650,0,700,678,15278,31.59,0,1663,216.8,14607,2554,12.29,170.9,71.33,16.41,172.6,54.68,149.5,25.09,14715,0,7671,0,1582,6628,725.8,1741,0,3710,1442,3338
8/1/2023 0:00,4922,0,1467,0,600,544.9,6579,43.39,0,-451.8,0,4121,2278,11.86,151.7,75.47,9.527,173.8,57.71,158.8,20.07,4244,0,592.8,0,1392,3634,638.8,2501,0,2140,1191,2937
9/1/2023 0:00,3775,0,1506,0,512.1,188,6963,75.74,0,-67.46,0,5952,1193,10.88,107,70.84,0,194.9,33.7,161,12.96,6089,0,2166,0,1097,4231,503.2,2387,0,3339,1091,2314
10/1/2023 0:00,4147,0,1504,0,569.7,130.3,6243,72.87,0,375,55.78,5921,790.3,10.24,26.78,242.4,0,510.8,0,228.7,0,6016,0,3783,0,276.2,2984,126.7,2288,0,3807,986.5,582.7
11/1/2023 0:00,4711,25.81,1581,0,754.5,39.39,10879,60.94,0,505,54.68,11521,261.6,95.95,4.175,153,0.2608,267.8,0,318.1,0,11729,0,8104,65.68,44.14,4449,20.25,2515,0,-2263,9200,93.12
12/1/2023 0:00,5207,26.61,1548,0,1099,40.7,9849,30.75,0,529.3,39.71,10616,104,75.07,4.57,151.7,0.2352,352.1,0,304.5,0,10789,0,8578,55.18,23.32,2715,10.7,2216,0,-2823,7756,49.21
1/1/2024 0:00,7192,26.65,1700,54.1,2156,41.92,19901,16.01,0,544.2,35.85,21121,104,174.5,5.41,164.6,0.2352,642.2,0,408.1,0,21424,0,19423,43.82,23.07,4693,10.58,3453,0,1093,7079,48.67
2/1/2024 0:00,6716,24.71,1700,50.09,2229,36.76,15791,15.31,0,2181,34.62,18232,100.4,8.655,6.079,158.5,0.2271,1844,0,275.8,0,18360,0,15145,50.42,22.95,3816,10.53,3621,0,1160,6301,48.41
3/1/2024 0:00,7365,27.02,1700,36.5,2800,40.7,17903,8.424,0,1495,36.12,19748,106.6,62.28,14.3,218.5,0.2352,714.6,0,315.2,2,19918,0,16913,50.29,25.51,4502,11.71,3988,0,2650,5854,53.83
4/1/2024 0:00,7501,72.04,1000,47.75,3998,40.76,19283,8.705,0,5044,35.91,25076,110.8,136.4,15.26,158.9,1.292,775.8,1.877,1316,2.592,25336,0,22131,61.99,34.61,7012,15.88,8492,0,11631,3884,73.01
5/1/2024 0:00,10176,440.8,4736,1939,6006,435.3,19618,25.27,0,4354,76.35,23005,1103,2.534,82.78,2087,8.182,727.1,35.02,1105,22.58,23078,0,18766,137.4,417.1,5875,191.4,6107,0,7950,3206,880
6/1/2024 0:00,17364,1269,7064,4319,2968,972.1,19179,30.9,0,5237,206.8,21282,3264,4.709,158.5,186.2,12.47,1100,52.91,360.1,23.33,21366,0,16335,113.2,1678,4415,770,2816,0,-2739,6497,3541
7/1/2024 0:00,11251,1023,7276,2729,1202,633.8,13422,41.7,0,3927,205.5,15222,2438,14.62,170.9,159.7,15.98,462.6,72.76,380,25.09,15350,0,7933,109.2,1822,7182,835.9,2772,0,-1575,7820,3844
8/1/2024 0:00,9442,885.3,2028,2048,600,579.2,7477,42.96,0,1320,266.7,7178,1976,14.91,151.7,403.1,12.64,397.3,49.82,410.8,20.07,7306,0,2750,108.9,1427,5042,654.8,3736,0,1776,4140,3011
9/1/2024 0:00,6476,249.4,2338,626.1,600.4,101.5,7845,74.43,0,1171,150.3,8406,898.2,10.49,107,445.6,0,343.2,32.57,416.7,12.96,8535,0,4143,152.8,693.6,5543,318.2,3279,0,-698.9,8188,1463
10/1/2024 0:00,5022,159.5,3072,300.6,572,132.9,9253,74.56,0,1183,104.9,10258,326.5,5.403,26.78,247.8,0,633.8,3.917,504.9,5.018,10363,0,6897,145.9,284.7,3907,130.6,2692,0,-2743,8821,600.7
11/1/2024 0:00,4260,46.65,3576,174.4,682.2,41.29,8153,62.24,0,1387,58.62,9429,201.5,840.8,4.175,158.1,0.3574,263.2,0,428,0,9520,0,6149,113.8,62.89,3788,28.86,2877,0,-1657,8244,132.7
12/1/2024 0:00,4205,56.91,3080,65.64,688.3,41.6,10354,31.59,0,1466,41.4,11826,169.1,31.67,4.57,163.6,0.2654,444.2,0,440.8,0,11949,0,9499,95.03,73.58,2678,33.76,1805,0,-3437,7803,155.2
1/1/2025 0:00,9101,33.46,3078,48.92,2244,40.91,25389,17.69,0,6458,36.39,32471,112.8,251.3,5.41,554.3,0.5521,286.1,0,532.2,0,32728,0,27689,45.58,23.49,6465,10.78,2978,0,2634,6826,49.55
2/1/2025 0:00,12113,31.63,3078,52.21,12472,36.95,44983,16.32,0,15586,36.39,62935,112.8,2580,6.296,4266,0.2392,348.8,0,3485,0,63510,0,58514,55.55,23.49,18704,10.78,16859,0,24180,11470,49.55
3/1/2025 0:00,13216,92.39,5377,47.62,7757,59.92,30945,8.424,0,14497,37.61,45673,223.7,432.9,14.3,4348,1.137,279,1.802,5418,2.699,45804,0,39368,103.9,166.8,11459,76.52,14947,0,14750,11392,351.9
4/1/2025 0:00,10255,57.59,5377,61.64,4581,62.09,24174,10.88,0,5724,57.42,29915,315.7,3.831,44.13,1139,2.041,767.8,6.824,7957,5.327,30039,0,25155,136.3,205.4,7543,94.23,16971,0,18525,5629,433.3
5/1/2025 0:00,11084,803.8,3714,1968,3214,717.8,14989,21.48,0,3561,89.1,17171,1514,3.725,125.8,1100,8.931,742.4,38.69,1135,22.58,17251,0,13423,141,830.8,3659,381.2,7951,0,7167,2752,1753
6/1/2025 0:00,12861,1383,5059,3729,2843,1197,15296,31.77,0,3146,117.7,15996,2653,7.642,158.5,214.9,11.8,812.8,46.48,411.1,18.15,16105,0,12317,117.5,1402,4615,643.3,2961,0,-1722,6436,2958
7/1/2025 0:00,11588,1205,8807,2928,1096,952.6,15762,32.01,0,4588,215.7,17881,2742,11.55,170.9,182.7,16.77,371.9,72.76,400.7,25.09,18000,0,9595,113.3,1875,8153,860.4,2590,0,-1678,8583,3956
8/1/2025 0:00,9760,969.8,2495,2052,400,718,8260,44.23,0,1377,186.6,8090,1941,16.93,151.7,182,15.06,403.2,51.79,487.9,20.07,8236,0,3600,113,1302,5740,597.3,3597,0,1319,5425,2746
9/1/2025 0:00,6021,259.9,2531,701.7,444.2,267.9,8782,77.48,0,1216,121,9414,914.3,11.37,107,245.4,0,355.3,33.69,439.8,12.96,9554,0,4740,156.9,775.5,6262,355.8,3202,0,-1223,9173,1636
10/1/2025 0:00,6032,235.3,2693,249.8,649,68.13,7673,73.71,0,1197,105,8604,381.6,5.595,26.78,306,0,658.2,3.27,543.5,5.018,8698,0,5679,149.8,239.3,3505,109.8,3041,0,-1565,7690,504.9
11/1/2025 0:00,5209,103.3,3782,252.5,544.7,190.3,8794,57.89,0,1615,65.64,10193,247.9,191.9,4.175,192.2,0.4508,253.8,0,421,0,10267,0,6685,116.4,97.94,3797,44.94,2934,0,-2156,8728,206.6
12/1/2025 0:00,4060,69.41,3288,67.08,689,62.03,9930,30.33,0,1661,37.42,11759,159.9,96.63,4.57,198.2,0.2433,272.9,0,509.7,0,11938,0,9459,97.01,158.7,2851,72.83,2501,0,-2986,8050,334.9
1/1/2026 0:00,4303,34.27,3283,49.25,711.4,60.82,12089,16.43,0,1384,36.93,13776,114.5,86.7,5.41,194.6,0.2433,294,0,539.9,0,13978,0,11447,45.31,23.9,3115,10.97,2649,0,154.2,5633,50.43
2/1/2026 0:00,6327,47.2,3284,52.54,2129,54.94,22876,15.86,0,2524,36.93,26724,114.5,952.6,6.296,2535,0.2433,336,0,1129,0,27190,0,24591,50.21,23.9,6488,10.97,10218,0,7805,8959,50.43
3/1/2026 0:00,9854,27.73,3284,37.17,5453,85.65,30282,8.424,0,13825,36.93,45415,108.1,1258,14.3,4642,0.2433,325.4,1.691,5415,2.06,45783,0,40350,50.29,23.99,11094,11.01,16820,0,15723,12266,50.61
4/1/2026 0:00,6207,43.04,751.7,71.94,4461,91.84,15347,10.88,0,4744,43.88,20168,272.6,2.78,39.03,1360,2.488,1095,6.166,1351,8.17,20293,0,16685,63.04,206.3,4898,94.66,13069,0,13228,4391,435.3
5/1/2026 0:00,7495,537.6,5339,2055,4809,1080,14383,25.69,0,7708,93.43,20593,1651,3.847,141.4,2743,5.855,1095,38.56,1484,22.58,20682,0,16353,76.43,969,4837,444.6,14137,0,12203,4793,2044
6/1/2026 0:00,12813,675.6,6483,3744,2488,1609,16315,31.34,0,4738,100.1,18793,2512,8.858,158.5,221.1,14.62,975.4,49.06,437.4,23.33,18918,0,15142,93.8,1153,3944,528.9,3567,0,-1463,6649,2432
7/1/2026 0:00,11732,856.3,4875,3002,500,1589,10792,31.59,0,4745,150.9,13450,2345,10.55,170.9,201.4,14.08,382.8,70.16,2391,25.09,13577,0,6412,111.7,1821,7364,835.5,4709,0,1473,6863,3842
8/1/2026 0:00,9161,605.3,2972,1994,500,998.7,8671,50.97,0,1560,215.1,8134,2456,15,151.7,762.6,14.12,443.8,52.96,513.7,20.07,8278,0,3247,119.5,1649,5873,756.6,4444,0,1962,5027,3479
9/1/2026 0:00,5108,177.7,750,353.7,593.3,116.5,6086,74.87,0,1170,170.3,6823,839.9,14.49,102.8,517.9,0,388.8,11.52,1377,12.96,6999,0,3383,157.6,619.4,4972,284.2,4872,0,503.6,8179,1307
10/1/2026 0:00,4526,147.2,2960,316.3,500,252,8979,80.87,0,513,92.43,9279,345.8,4.685,26.78,245.8,0.9045,717.4,4.194,1203,5.018,9387,0,6129,141.8,280.3,3759,128.6,3413,0,-1975,8630,591.3
11/1/2026 0:00,7355,30.82,900,157.6,733.5,77.65,17859,62.68,0,565.8,41.05,18645,127.3,517.8,4.175,198,0.7173,296.4,0,496.9,0,18827,0,13586,106.2,39.14,6029,17.96,3029,0,-1889,10927,82.58
12/1/2026 0:00,10580,28.63,900,60.43,4429,80.12,29017,37.07,0,3540,37.47,33189,110.3,237.4,4.57,416.7,0.2474,311.2,0,1906,0,33483,0,29261,76.76,24.32,6455,11.16,6499,0,4269,8699,51.31
1/1/2027 0:00,8742,28.63,900,49.58,4766,80.12,22116,17.69,0,5819,37.47,28415,110.3,211.1,5.41,3776,0.2474,311,0,7061,0,28630,0,24062,99.03,24.32,5822,11.16,13952,0,10304,9487,51.31
2/1/2027 0:00,41442,28.63,21731,52.88,9907,72.36,69171,17.72,27953,12925,37.47,74476,110.3,2031,6.296,4116,0.2474,389.2,0,4858,0,75092,0,111106,113.2,24.32,17208,11.16,20579,0,28378,9506,51.31
3/1/2027 0:00,50205,39.97,30110,36.57,13918,80.12,73041,8.003,43332,7505,37.47,74126,122.7,2380,14.3,3036,0.2474,1789,1.716,7002,2.075,74444,0,118983,108.2,24.34,18310,11.17,23014,0,31069,10346,51.34
4/1/2027 0:00,20349,148.4,17932,52.85,8699,85.18,53255,8.705,0,18749,45.37,72176,286,2.821,38.81,11646,1.927,3385,5.978,12210,4.244,72328,0,63534,149,199.4,16705,91.47,42029,0,48092,10321,420.6
5/1/2027 0:00,9524,1111,9597,2048,8151,1004,27694,20.22,0,6270,90.48,32506,1682,3.855,131.3,4484,5.474,3138,36.67,5040,20.07,32619,0,26721,154.4,903.4,9309,414.5,23729,0,25129,6076,1906
6/1/2027 0:00,14255,2276,3154,4211,3650,1812,15679,30.9,0,3491,109.6,16677,2786,8.846,135.8,1259,13.82,1246,45.21,2704,20.74,16823,0,13012,125.6,1440,4597,660.6,12951,0,3704,10913,3038
7/1/2027 0:00,10624,1645,7975,2748,852.5,1228,15299,32.86,0,1498,112.8,14845,2286,12.03,141.9,862.6,15.78,976.8,71.03,3666,25.09,14999,0,7747,121.1,1677,9209,769.6,8419,0,2393,11821,3539
8/1/2027 0:00,10028,1490,6109,2283,150,1042,12489,43.39,0,1429,168.8,11975,2336,13.75,129.4,1021,14.98,1641,51.77,533.9,20.07,12136,0,6022,120.7,1532,7790,703.1,6162,0,-825.5,11689,3233
9/1/2027 0:00,6965,528.1,750,695.5,350,371.1,8383,69.21,0,1276,91.6,9179,924,14.19,48.8,656.2,6.805,1182,33.2,515.9,12.96,9372,0,4897,164.6,716.9,6259,328.9,5367,0,-86.05,10340,1512
10/1/2027 0:00,5269,59.53,900,188.9,559.1,86.54,7758,69.92,0,1260,72.7,8869,354,5.681,14.23,413.9,0.8113,950.5,3.94,2187,5.018,9008,0,5860,157.2,276,3606,126.6,6233,0,-708.5,10050,582.3
11/1/2027 0:00,4956,72.95,900,142.2,606.4,83.55,7423,53.54,0,2510,59.17,9876,196.8,1077,3.763,243.9,0.7727,406.7,0,492.7,0,9998,0,6583,121.4,40.64,3761,18.65,3810,0,-1487,9030,85.74
12/1/2027 0:00,5805,45.97,900,59.84,558.4,84.34,9225,28.64,0,1788,50.92,10990,168.4,41.23,4.57,394.4,0.2906,389.8,0,1403,0,11117,0,8843,100.7,34.14,2464,15.66,3160,0,-3537,9124,72.03
1/1/2028 0:00,4734,74.3,900,68.37,558.1,85.82,8252,15.59,0,1502,42.02,9901,137.7,33.81,5.41,516.8,0.2574,454,0,1609,0,10068,0,7957,90.54,27.14,2462,12.45,3646,0,-146.5,6240,57.26
2/1/2028 0:00,5341,226.1,949.9,96.43,924.8,83.23,8970,14.41,0,1246,48.58,10310,161,10.33,6.008,436.5,1.233,454.6,0,1153,0,10458,0,8274,100.6,30.58,2530,14.03,3266,0,-295.4,6081,64.52
3/1/2028 0:00,9369,50.46,3931,68.87,1629,43.37,17475,8.846,0,2820,48.29,20351,326.7,56.34,11.72,283.1,1.901,297.4,0,1647,2.509,20532,0,17236,98.43,41.54,4380,19.06,4451,0,2729,6069,87.65
4/1/2028 0:00,7384,381.5,3513,221.7,1856,139.5,12916,10.01,0,2788,88.79,14660,1200,3.205,97.76,217.2,5.975,1712,14.93,625.7,18.15,14770,0,11257,130,910,3097,417.5,5033,0,3550,2707,1920
5/1/2028 0:00,11541,688.9,3070,1836,1000,463.7,13004,23.59,0,560.9,92.92,11705,2085,9.351,150.6,244,9.449,1576,44.4,614,20.07,11834,0,8862,91.43,1202,2950,551.6,4345,0,2705,2157,2537
6/1/2028 0:00,17302,1348,3991,4439,650,970,15303,35.69,0,1213,132.8,13816,2988,10.94,158.5,209.2,12.95,884.6,67.41,267,23.33,13966,0,10604,109.5,1513,3383,694,2957,0,-3069,6335,3191
7/1/2028 0:00,16758,1179,8619,2964,500,677.5,20761,37.91,0,1073,219.3,19219,2917,12.78,170.9,150.5,14.92,387.4,70.25,255.9,25.09,19369,0,10739,105.6,1785,8484,818.9,2568,0,-4400,11811,3766
8/1/2028 0:00,9061,846.4,5098,2013,500,488.5,11719,50.13,0,517.6,199.6,10532,2084,15.88,151.7,160.5,13.34,420.9,52.22,315.2,20.07,10704,0,5263,105.3,1381,5610,633.8,3515,0,-774.3,7133,2915
9/1/2028 0:00,5662,310.3,1544,594.1,601.9,98.19,8497,79.65,0,431.6,167.4,8247,1060,11.38,107,96.28,0,376.8,13.24,309.8,12.96,8421,0,4027,149.2,738.1,5050,338.7,3346,0,-543,7510,1557
10/1/2028 0:00,5240,74.63,3131,276.4,574.2,134.2,8785,70.34,0,602.7,72.12,9145,380.9,6.304,26.78,238.8,1.137,861.7,3.487,306.4,5.018,9270,0,6331,142.5,52.79,3632,24.22,2981,0,-1467,8053,111.4
11/1/2028 0:00,5294,53.35,5690,164.7,678.7,44.42,11336,53.97,0,680.5,67.02,11645,394.2,2.935,4.175,205.5,0.4591,259.5,0,279.4,0,11742,0,7695,111.5,144.3,4179,66.22,2352,0,-3109,9367,304.5
12/1/2028 0:00,4477,33.99,5194,59.72,680.3,43.5,14089,30.75,0,557.4,46.12,14465,341.7,20.02,4.57,201.1,0.3269,403.8,0,303,0,14603,0,11779,93.31,187.4,2992,85.98,1668,0,-3410,7714,395.4
1/1/2029 0:00,8868,47.23,5192,69.77,2199,44.67,30156,14.74,0,5520,38.95,36737,280.9,308,5.41,245.9,0.2556,357.4,0,560.5,0,37224,0,33775,44.89,25.38,7633,11.64,5055,0,5078,7658,53.54
2/1/2029 0:00,35634,32.13,5194,51.04,12163,39.21,66126,14.46,15638,14603,38.54,74172,223.8,1665,6.296,2855,0.2556,391.7,0,635,0,74786,0,94526,56.19,25.15,15866,11.54,12507,0,18825,9642,53.07
3/1/2029 0:00,29802,39.36,26368,40.03,15513,86.83,66670,9.267,18161,17888,38.54,74590,123.2,830.3,14.3,3173,1.156,741.1,0,649.8,2.135,74892,0,95348,103.9,27.91,16251,12.8,10220,0,17394,9133,58.87
4/1/2029 0:00,13421,138.8,9957,65.74,4347,94.04,31665,10.01,0,3390,51.72,35112,292.9,2.904,41.2,578.9,2.325,1724,6.528,4153,6.713,35260,0,29683,136.3,191.7,6793,87.95,10695,0,14225,2940,404.4
5/1/2029 0:00,10124,1100,2873,2102,4114,1108,15682,24.01,0,3375,91.75,17576,1657,3.895,126.4,1180,9.625,1572,38.68,1174,20.07,17694,0,13757,141,923.7,3693,423.8,8225,0,7685,2351,1949
6/1/2029 0:00,13389,1919,5623,4139,1163,1738,13980,36.13,0,4894,111.8,16271,2869,9,132.6,257.7,12.75,950.1,51.52,468,23.33,16423,0,12666,117.5,1445,4186,663.2,3574,0,-1846,6661,3049
7/1/2029 0:00,15364,1555,9337,2655,500,1403,20586,36.65,0,2587,145.3,21018,2483,12.39,142.9,220.5,14.45,393.1,69.4,438.3,25.09,21181,0,12163,113.3,1648,9179,756.3,3089,0,-2897,11811,3477
8/1/2029 0:00,9644,1258,5782,1867,500,932.3,12409,48.44,0,1404,173.7,12299,1893,14.22,128.9,193.1,15.52,437.6,52.79,507,20.07,12475,0,6314,113,1513,6782,694.3,3656,0,-1211,8598,3192
9/1/2029 0:00,6278,309.7,750,624.7,505.3,210.6,7340,79.65,0,1258,92.41,8101,873,12.11,66.67,96.39,0,394.1,30.33,489.8,12.96,8277,0,4268,156.9,468.4,4992,214.9,3910,0,-106.3,8158,988.2
10/1/2029 0:00,5714,269.5,5193,303.4,500,285.3,12210,68.66,0,778.5,103,12392,755.5,5.545,19.71,255.3,1.632,868.4,6.643,561.5,5.018,12531,0,8300,149.8,551.7,4366,253.1,3082,0,-3913,10265,1164
11/1/2029 0:00,4574,45.47,4700,132.7,679.9,91.13,11893,59.2,0,822.5,56.77,12793,183,444.2,3.95,216.6,0.4698,302.6,0,488,0,12962,0,9195,116.4,41.97,4596,19.26,3490,0,-2644,10724,88.56
12/1/2029 0:00,10791,38.93,4696,51.04,3047,92.32,36965,27.8,0,3646,39.08,42032,124.3,507.7,4.57,465.7,0.2596,362.3,0,782,0,42604,0,39142,97.01,25.57,8367,11.73,6861,0,4831,10435,53.95
1/1/2030 0:00,40964,38.93,4694,42.91,9933,92.32,65389,17.27,13104,6637,39.08,73048,124.3,735.1,5.41,3394,0.2596,360.8,0,3350,0,73463,0,81304,66.22,25.57,12295,11.73,10683,0,13652,9383,53.95
2/1/2030 0:00,41584,38.93,10019,45.38,8887,83.38,66812,14.46,18618,9929,39.08,73672,124.3,841.3,6.176,4875,0.2596,753.3,0,4031,0,74106,0,91155,109.7,25.57,13643,11.73,18499,0,19083,13136,53.95
3/1/2030 0:00,21547,50.88,11618,38.51,5458,92.32,50510,8.424,0,4527,39.08,55709,130.3,476.4,10.06,1762,0.2596,2018,0,5417,2.165,55993,0,50166,104.7,26.18,10450,12.01,14505,0,13751,11252,55.24
4/1/2030 0:00,19701,82.78,8675,43.95,2721,95.18,40422,9.576,0,2864,39.1,43966,140.9,103.6,19.77,784.6,1.019,1758,5.689,1895,3.575,44276,0,41722,143.5,35.84,8546,16.44,10129,0,16121,2584,75.61
5/1/2030 0:00,10762,1194,6642,1776,6439,853.6,27001,23.17,0,3929,71.19,30336,961.6,2.759,69.26,3581,5.767,2092,13.42,3273,17.78,30513,0,25461,148.6,291.7,6684,133.8,13616,0,16098,3658,615.3
6/1/2030 0:00,14071,2813,5149,3764,3198,1816,18467,35.26,0,3432,106,19426,2741,4.349,122.3,275.3,14.36,1023,62.22,473.1,20.74,19581,0,15903,126,1312,4025,602.1,5355,0,-954.1,7635,2769
7/1/2030 0:00,12823,2241,8716,2583,997,1324,18824,37.07,0,2769,116.9,19341,2634,11.79,128.3,350.6,15.47,673.2,55.06,1587,25.09,19528,0,10826,121.5,1787,9368,820,4866,0,-1228,11811,3770
8/1/2030 0:00,9941,1767,6291,2039,400,1053,13357,49.28,0,1507,106.7,13511,1829,15.24,118.1,979,12.96,486.4,48.66,559.9,20.07,13717,0,7630,121.2,1241,6586,569.5,5031,0,-2664,11814,2619
9/1/2030 0:00,5548,446.6,750,403.4,400,305.7,8203,78.35,0,1287,100.6,8861,1047,10.95,46.35,604.7,6.163,477.6,33.7,535.5,10.37,9060,0,4243,165,1045,6272,479.7,4274,0,-503.9,8966,2206
10/1/2030 0:00,7031,224.9,1462,226,517.6,103.3,9692,61.5,0,1525,70.19,11328,241.1,17.01,12.55,346.1,0.8201,945.3,4.112,2427,2.509,11516,0,8333,157.6,50.15,4278,23.01,6320,0,-811.2,11412,105.8
11/1/2030 0:00,6055,56.86,3917,132,582.4,90.65,13132,53.97,0,1978,61.16,15044,311.3,863.3,3.71,251,0.3832,329.9,0,524,0,15217,0,10366,121.7,268.6,5017,123.2,3634,0,-3228,11350,566.7
12/1/2030 0:00,17226,49.58,3420,51.44,1925,92.19,36912,28.64,0,6150,39.76,43994,131.8,420.2,4.57,330.9,0.2648,354.9,0,1479,0,44419,0,39187,101,26.08,8005,11.97,5553,0,3676,9918,55.02
1/1/2031 0:00,26623,49.58,9898,43.31,9689,92.19,62417,13.48,1335,13977,39.76,73586,131.8,1188,5.41,2835,0.2648,2100,0,5366,0,73980,0,72435,95.82,26.08,14650,11.97,15083,0,18387,11394,55.02
2/1/2031 0:00,33629,49.58,12721,45.78,4310,83.27,63178,13.06,4255,3389,39.76,67711,131.8,655.2,6.194,1581,0.2647,1755,0,3518,0,68078,0,68716,109.4,26.08,11738,11.97,10286,0,11784,10290,55.02
3/1/2031 0:00,17975,134.2,10002,50.18,5173,94.31,39433,9.688,0,4323,39.78,44298,132.5,237.4,10.72,707.9,3.204,1676,0,4041,0,44544,0,39476,104.5,28.6,8402,13.12,8930,0,7449,9901,60.34
4/1/2031 0:00,16250,49.76,10002,42.51,4848,89.22,39424,9.576,0,5677,40.92,45684,245.2,46.8,35.19,680.5,0.9744,1960,0,1609,2.593,45979,0,41214,143,173.5,9763,79.6,8836,0,16027,2294,366
5/1/2031 0:00,10455,798.5,8179,1341,5529,662.3,28402,28.64,0,5023,66.31,32966,900.3,3.705,53.37,1869,7.804,2125,29.37,1226,18.69,33146,0,27935,148.1,212.8,8394,97.63,7087,0,13093,2016,448.9
6/1/2031 0:00,10741,2491,3064,4260,5624,1992,15515,43.96,0,7356,112.6,20027,3154,3.493,158.5,2643,12.3,1100,52.43,2273,23.33,20190,0,15501,170.4,1588,5338,728.8,7862,0,1129,8781,3351
7/1/2031 0:00,11173,2177,8091,2757,3089,1356,18378,35.38,0,1906,112.5,18512,2236,13.94,170.9,1645,15.87,484.3,52.2,500.9,25.09,18720,0,10720,121.6,1506,8373,691.2,4858,0,-1614,11802,3178
8/1/2031 0:00,10146,1726,4745,2248,682.8,1132,12138,48.44,0,3213,109,13778,2031,12.4,151.7,1166,13.57,582.7,57.71,554.8,20.07,13978,0,7515,121.2,1454,7065,667.3,5241,0,-2399,11771,3069
9/1/2031 0:00,6283,472.2,1249,678.9,500,398.4,8992,82.7,0,1952,100.7,10398,1028,13.7,107,598.9,5.993,987.1,33.09,532.6,12.96,10612,0,5638,165.1,944.1,6144,433.2,4977,0,-1494,10760,1992
10/1/2031 0:00,5942,342.6,3629,345.3,500,274.2,10243,72.03,0,1509,87.35,11260,786.5,6.956,43.79,283.1,2.606,946.9,0,626.8,2.509,11435,0,7731,157.7,551.7,4376,253.1,3590,0,-3183,10085,1164
11/1/2031 0:00,7007,67.92,1700,174.2,764.1,88.34,13312,59.63,0,7412,40.9,21112,161.5,796.9,4.742,374.5,0.393,351.3,0,559.4,0,21372,0,15861,121.7,59.63,6987,27.36,4514,0,22.68,11449,125.8
12/1/2031 0:00,10225,46.2,1700,62.23,3452,88.68,22368,29.91,0,4240,40.45,27079,134.1,395.6,4.57,1018,0.3424,330.2,0,5464,0,27342,0,23060,101,27.38,6472,12.56,8810,0,3488,11793,57.77
1/1/2032 0:00,22919,46.2,17810,51.39,11448,88.68,64662,15.16,10210,17800,40.44,74412,134,1409,5.41,3794,0.2702,4679,0,4971,0,74947,0,90251,93.59,26.59,17134,12.2,21270,0,25283,13155,56.09
2/1/2032 0:00,13279,44.75,8581,51.84,4228,80.09,35230,14.41,0,5593,39.04,41424,129.4,380.6,6.079,3500,0.2808,2193,0,3070,0,41664,0,36054,105.7,25.68,8912,11.78,12001,0,10578,10370,54.17
3/1/2032 0:00,18756,41.66,11616,38.38,5613,88.68,44445,8.003,0,8484,40.45,53705,125.6,650.7,14.3,2126,1.86,4386,0,4291,0,53971,0,47066,100.8,28.48,11346,13.07,17497,0,17096,11773,60.09
4/1/2032 0:00,13094,135.5,9234,66.79,5201,95.1,33407,10.45,0,6457,55.74,40131,299.8,3.052,48.2,614.3,3.404,2323,6.964,6947,9.011,40348,0,34233,136.3,201.7,8676,92.53,14785,0,19491,3620,425.5
5/1/2032 0:00,9223,1029,2979,2158,3091,1093,14522,24.01,0,3255,97.5,16318,1766,4.066,150.6,793,10.07,2115,38.43,1200,20.07,16472,0,12771,141,948.6,4211,435.2,8725,0,8740,2260,2001
6/1/2032 0:00,11906,1556,3717,3613,2426,1500,14138,37,0,2460,111.4,14326,2671,9.726,158.5,270.8,13.28,1104,51.81,495.7,20.74,14518,0,11055,117.5,1515,5356,695.3,4175,0,-479.1,6920,3197
7/1/2032 0:00,12072,1540,11005,2948,700,1515,19887,29.49,0,2400,111,20502,2230,13.42,170.9,226.1,15.14,469.9,70.25,480.6,22.58,20697,0,11942,113.4,1602,9282,735.1,3293,0,-2374,11697,3380
8/1/2032 0:00,8838,1173,2469,2104,600,1039,9265,52.23,0,1507,109.5,9315,1920,13.7,151.7,341.4,13.64,484,49.51,532.3,20.07,9516,0,4619,113,1240,5329,568.9,3990,0,263.9,6580,2616
